7	2
2	3
5	3
2	3
5	3
4	6
1	1
15	2
22	9
104	23
2	2
22	4
2	1
4	1
2	1
3	1
11	6
6	1
1	2
9	1
4	2
5	2
12	1
4	1
9	2
3	1
10	4
5	4
2	1
11	7
5	2
3	2
5	3
13	3
2	1
12	7
5	4
4	1
12	4
4	2
2	1
6	3
25	8
22	7
58	28
13	3
8	1
14	7
3	2
4	1
3	3
3	1
5	3
37	2
6	3
4	2
3	2
2	1
11	6
4	2
7	4
2	1
3	1
6	4
12	3
4	2
2	1
4	2
10	2
86	55
1	1
156	9
9	7
2	1
2	1
32	8
18	7
85	13
834	241
3	1
7	2
19	18
5	3
2	1
5	4
1	3
158	9
6	6
2	1
2	2
1	1
3	3
10	5
6	2
1	1
15	4
4	1
4	1
10	4
11	2
10	1
13	1
5	3
4	3
1	3
13	3
23	17
63	52
87	52
4	6
2	1
3	8
17	14
12	5
25	22
1	1
100	81
18	2
21	6
2	1
17	5
14	5
14	5
38	22
8	4
1	1
1	1
10	7
2	2
4	5
1	2
1	1
1	1
1	1
1	2
2	18
2	1
1	1
2	1
2	1
2	1
7	4
1	1
1	1
1	45
2	1
2	1
2	1
42	19
2	1
2	1
2	1
1	43
2	1
2	2
3	4
2	1
19	2
43	28
2	1
2	2
1	1
1	2
2	1
2	1
2	2
2	1
2	2
1	1
1	1
1	1
1	28
2	2
3	3
1	2
2	2
2	2
1	2
1	14
1	2
3	2
2	2
2	2
2	1
1	9
3	2
6	4
2	2
3	2
2	1
2	1
19	4
6	5
7	4
8	5
3	41
1	1
1	1
1	1
1	1
1	2
6	6
7	7
9	6
18	130
1	1
10	8
43	28
29	7
10	5
2	2
9	5
4	2
11	5
5	1
43	16
45	10
77	9
38	12
77	9
6	1
2	1
38	14
101	19
41	5
150	30
9	2
18	7
1	1
70	18
67	8
27	11
45	11
78	80
6	1
2	1
35	5
5	1
116	10
52	10
6	1
52	10
13	2
5	1
17	4
8	1
32	10
11	2
61	8
6	2
1	2
44	1
63	9
11	6
6	1
9	2
4	2
17	6
7	2
3	2
19	2
3	2
102	25
150	30
8	1
150	30
14	8
7	1
16	3
3	1
9	3
39	12
17	8
240	74
240	74
240	74
5	1
20	2
14	2
23	10
2	1
5	3
2	1
3	1
3	1
5	2
1	1
11	5
13	2
27	10
137	17
12	9
4	1
8	1
81	2
54	7
5	1
152	30
10	1
22	5
5	1
6	2
42	18
15	5
12	10
76	4
7	4
2	1
29	21
1	3
17	5
21	7
18	5
66	150
5	2
5	2
344	226
2	1
4	1
3	1
22	6
7	6
52	17
9	1
53	34
19	4
48	31
101	6
4	3
5	2
36	16
8	1
122	23
3	1
4	2
5	1
3	3
3	1
8	7
3	3
11	3
24	7
24	7
24	7
4	1
34	10
26	9
11	4
5	2
3	2
13	5
10	2
8	7
64	11
3	1
3	1
52	12
10	4
2	2
624	126
31	8
31	8
10	2
32	10
3	2
2	1
19	1
2	1
26	3
2	1
5	2
3	1
3	1
16	5
2	1
2	1
4	1
3	1
13	7
9	3
4	1
7	1
9	6
10	2
2	1
6	2
16	4
12	4
6	1
12	5
9	4
2	1
5	3
