1	4
1	4
1	1
4	33
1	1
54	18
1	1
1	1
2	5
1	1
1	2
1	1
1	2
1	12
1	18
1	17
1	2
1	1
1	7
1	3
1	2
1	1
1	6
2	1
48	262
1	4
48	196
48	196
48	131
2	38
48	140
48	87
114	373
3	5
2	5
48	32
48	24
48	43
48	43
3	43
3	43
2	11
5	26
2	54
48	4
4	45
48	4
6	8
2	2
2	2
2	25
48	106
2	25
48	3
3	16
48	35
2	25
48	9
48	77
2	34
6	30
2	2
113	149
113	22
60	55
3	17
3	6
3	6
2	74
60	77
60	3
60	247
5	94
2	3
60	158
4	4
60	156
2	137
60	160
60	5
1	9
4	10
60	16
1	2
2	2
8	11
59	41
6	19
2	14
2	14
57	18
6	9
57	25
57	4
2	3
2	5
57	24
2	348
57	354
2	3
2	1
3	2
4	43
3	46
2	2
56	4
56	20
2	23
2	2
3	39
4	120
2	16
56	127
56	10
3	15
1	1
1	4
1	50
1	9
1	5
2	13
4	23
2	61
3	62
56	16
56	9
1	9
56	63
56	1
3	16
56	22
56	41
1	1
1	40
1	15
1	1
3	36
1	2
2	30
2	1
56	19
1	5
1	5
6	17
6	17
55	10
2	23
55	9
