174f7d2820d	14	7	6	1	2	0	0
0664ddc0939	19	23	23	0	1	0	0
d6b4766a78b	18	4	4	0	1	0	0
174f7d2820d	14	7	6	1	2	0	0
0664ddc0939	19	23	23	0	1	0	0
d6b4766a78b	18	4	4	0	1	0	0
4f1ae11a62b	21	5	3	2	1	0	0
300dd3499c2	13	16	15	1	0	0	0
5a8de857f0b	10	5	5	0	1	0	0
568072ceae5	23	5	4	1	2	0	0
d80d131c75d	22	20	16	4	2	0	0
d713db245b7	21	3	2	1	1	0	0
a5d4e74891d	04	1	0	1	1	0	0
c2e71dd51d8	01	22	20	2	2	0	0
f84bf5b6b17	01	19	17	2	2	0	0
174f7d2820d	14	7	6	1	2	0	0
0664ddc0939	19	23	23	0	1	0	0
d6b4766a78b	18	4	4	0	1	0	0
4f1ae11a62b	21	5	3	2	1	0	0
300dd3499c2	13	16	15	1	0	0	0
5a8de857f0b	10	5	5	0	1	0	0
568072ceae5	23	5	4	1	2	0	0
d80d131c75d	22	20	16	4	2	0	0
