7ce5a310612	20	3	3	0	1	0	0
562d3f11f31	09	2	1	1	1	0	0
61741f9a835	10	2	1	1	1	0	0
c4fc0febfac	03	35	17	18	1	0	0
fde338bf83b	16	2	1	1	1	0	0
697484df82e	15	2	1	1	1	0	0
8936868e9bf	16	2	0	2	1	0	0
0db521d0b0d	10	2	1	1	1	0	0
31cffae2ba5	10	4	2	2	1	0	0
27a91387ae7	19	2	1	1	1	0	0
0506d294dc5	09	4	2	2	1	0	0
eb502205d5a	09	31	30	1	2	1	0
1c7acd2c843	09	3	1	2	1	0	0
0397223ab4a	04	4	2	2	1	0	0
83161455bd4	14	1	1	0	1	0	0
22d7fe12067	15	45	27	18	2	0	0
7ce5a310612	20	3	3	0	1	0	0
562d3f11f31	09	2	1	1	1	0	0
61741f9a835	10	2	1	1	1	0	0
c4fc0febfac	03	35	17	18	1	0	0
fde338bf83b	16	2	1	1	1	0	0
697484df82e	15	2	1	1	1	0	0
8936868e9bf	16	2	0	2	1	0	0
0db521d0b0d	10	2	1	1	1	0	0
31cffae2ba5	10	4	2	2	1	0	0
27a91387ae7	19	2	1	1	1	0	0
0506d294dc5	09	4	2	2	1	0	0
eb502205d5a	09	31	30	1	2	1	0
1c7acd2c843	09	3	1	2	1	0	0
0397223ab4a	04	4	2	2	1	0	0
83161455bd4	14	1	1	0	1	0	0
22d7fe12067	15	45	27	18	2	0	0
7ce5a310612	20	3	3	0	1	0	0
562d3f11f31	09	2	1	1	1	0	0
61741f9a835	10	2	1	1	1	0	0
c4fc0febfac	03	35	17	18	1	0	0
fde338bf83b	16	2	1	1	1	0	0
697484df82e	15	2	1	1	1	0	0
8936868e9bf	16	2	0	2	1	0	0
0db521d0b0d	10	2	1	1	1	0	0
31cffae2ba5	10	4	2	2	1	0	0
27a91387ae7	19	2	1	1	1	0	0
0506d294dc5	09	4	2	2	1	0	0
eb502205d5a	09	31	30	1	2	1	0
1c7acd2c843	09	3	1	2	1	0	0
0397223ab4a	04	4	2	2	1	0	0
83161455bd4	14	1	1	0	1	0	0
22d7fe12067	15	45	27	18	2	0	0
