a9a53ca05a4	19	11	3	8	1	0	0
7a7101ac9b5	18	11	1	10	1	0	0
c137e3d2492	20	6	1	5	4	0	0
a05f973f82d	17	17	13	4	4	0	0
6366a3057cc	20	19	13	6	1	0	0
1762ba37ca8	17	1	1	0	1	0	0
f054fec5354	06	46	20	26	20	0	0
8164b2fda77	04	90	64	26	3	1	0
0774798ce07	06	5	5	0	1	0	0
8e311d28b09	21	34	22	12	2	0	0
a6167742811	22	404	203	201	14	6	6
5a39df49593	02	7	7	0	1	0	0
841b7f534b8	08	221	209	12	7	6	0
f657ce685dd	23	865	831	34	16	6	0
66f64ae0722	19	319	306	13	4	0	0
953b049a89f	23	7	5	2	1	0	0
a9a53ca05a4	19	11	3	8	1	0	0
7a7101ac9b5	18	11	1	10	1	0	0
c137e3d2492	20	6	1	5	4	0	0
