Commit ID 	 Time 	 LOCChanged 	 LOCADD 	 LOCRem 	 Totalfiles 	 Filesadd 	 Filesrem 
760928bfad4	15	2	1	1	1	0	0
e21643d618a	15	2	1	1	1	0	0
6f8839d2ac3	11	28	16	12	2	0	0
884f689efec	09	6	6	0	1	0	0
41f2725639d	09	255	223	32	9	0	0
c2fb062f60a	22	4	2	2	1	0	0
539598b11f3	02	12	6	6	1	0	0
8b2abed03df	01	6	6	0	1	0	0
c24276f0087	18	13	10	3	2	0	0
3f5bb15f353	13	1	1	0	1	0	0
fa43f04f6a3	23	107	107	0	2	1	0
25ca13ec1a6	23	158	150	8	5	0	0
cdb5864fc32	22	4	2	2	1	0	0
dd0188ec088	16	368	182	186	8	0	0
6eeb59abf6b	14	755	8	747	3	0	1
809fdf26fbb	20	123	104	19	1	0	0
ca19e792c6f	20	18	18	0	2	0	0
ea97d6ed5ff	20	18	9	9	2	0	0
5866f1a9aa4	18	92	47	45	1	0	0
2df81c57f6e	17	25	8	17	3	0	0
eb6e60432b3	20	59	57	2	2	0	0
09dc5779314	16	116	102	14	3	1	0
b3d4938e3e0	15	12	12	0	1	0	0
66116924edb	19	796	793	3	4	1	0
356992fe4de	16	273	198	75	17	2	0
e9f8e284263	15	2	2	0	1	0	0
5427311ae68	00	5	5	0	1	0	0
9143b43e98c	23	107	107	0	2	1	0
2afd20b5425	23	158	150	8	5	0	0
59faab4330c	22	4	2	2	1	0	0
c481f97a9c1	16	368	182	186	8	0	0
469cb1b7b7f	14	755	8	747	3	0	1
d329fc7b098	20	123	104	19	1	0	0
3063ba08008	20	18	18	0	2	0	0
9d71e744910	20	18	9	9	2	0	0
3aadd4fe767	18	92	47	45	1	0	0
8a538ce372c	17	25	8	17	3	0	0
edbec3f8f3e	20	59	57	2	2	0	0
a778a25cabd	16	116	102	14	3	1	0
39e2c469db8	15	12	12	0	1	0	0
2a7a2ca986a	19	796	793	3	4	1	0
c3346f6760f	16	273	198	75	17	2	0
0d5a6b2d9d5	15	2	2	0	1	0	0
70e6f3f115c	22	1	1	0	1	0	0
0de6ec5f081	02	4	2	2	1	0	0
ed5bad754c1	02	3	2	1	1	0	0
b261e37a342	16	8	7	1	1	0	0
d8c178bc162	13	13	7	6	1	0	0
a82f5389d96	17	14	13	1	1	0	0
b24c515dbf2	19	129	96	33	10	0	0
7a7f1062bfe	14	1	0	1	1	0	0
aac717da8d9	23	1	1	0	1	0	0
213b8af2f60	22	3	1	2	1	0	0
15d0fa6dc12	21	1	1	0	1	0	0
4b455bafd0c	21	2	1	1	1	0	0
f322bbe729f	21	25	19	6	2	0	0
6df7bdd954e	00	11	10	1	2	0	0
666aa0a3434	14	466	427	39	21	2	0
cc2861ee44c	16	18	12	6	2	0	0
97900776bb3	12	35	20	15	3	0	0
d29be0dfa2e	02	93	93	0	2	2	0
43e91da0742	02	3	2	1	1	0	0
ef12fa1bf7b	01	394	180	214	1	0	0
bdd19ab40b0	01	3	2	1	0	0	0
321ec97d95c	01	57	7	50	1	0	0
77f21787d48	20	16	13	3	1	0	0
d70ef199f16	17	104	75	29	2	0	0
b1b3dc62ff1	15	11	10	1	2	0	0
e90db17392c	15	2	1	1	1	0	0
8295c806181	21	6	5	1	1	0	0
22c2c34952b	22	30	21	9	1	0	0
eef5d3257dc	13	4	2	2	0	0	0
fd29448be02	20	755	755	0	36	0	0
70bc2e32af8	20	33	33	0	2	2	0
23bb5986d4c	20	5	2	3	1	0	0
57d28579384	17	7	7	0	1	0	0
36815e41796	21	39	38	1	2	1	0
fdf180f9cee	07	6	5	1	1	0	0
aeb124f7f36	05	6	3	3	1	0	0
a0fdd5f3f65	12	11	10	1	2	0	0
e90623edc2b	20	20881	20547	334	514	493	0
a29a7c72fa7	02	4	2	2	1	0	0
9170077f13e	01	20	10	10	3	0	0
9b4e8e0a0d0	21	4	2	2	1	0	0
d5feb1c280d	20	5	0	5	0	0	0
3d22dbf27bf	16	31	28	3	3	0	0
03eb41c2ec4	13	47	46	1	2	1	0
3ca05177494	14	12	11	1	0	0	0
f44d0b90442	13	21	13	8	2	0	0
bbd976b8c4f	01	13	5	8	3	0	0
5fea00581b8	18	5	4	1	1	0	0
a033261f390	15	26	16	10	0	0	0
a5c51b48585	13	2	2	0	2	0	0
216019b72d5	21	11	8	3	1	0	0
2445fb8bdd1	01	1	0	1	1	0	0
1cf13bca195	15	1	1	0	1	0	0
55a8a3aad47	23	2	1	1	1	0	0
1db9a2adbe5	12	3	3	0	0	0	0
16889e22cc8	11	2	1	1	1	0	0
ce3ccc8d5ac	11	5	1	4	0	0	0
246805d3865	15	75	75	0	1	1	0
7defbd27efe	15	87	86	1	4	3	0
05de01d707c	12	156	88	68	1	0	0
61e796decc0	23	4	2	2	1	0	0
a4402f0b2e4	21	45	35	10	3	0	0
f004d5aeac0	12	5	5	0	0	0	0
3f92031aeb7	13	51	49	2	6	0	0
8bdf6bae306	13	8	8	0	1	0	0
a808ab4ac42	21	56	18	38	1	0	0
1b2d333ee3f	12	828	722	106	19	3	1
59a9a9b5b02	13	149	101	48	9	0	0
29d8ff51c85	22	18	4	14	3	0	1
9d3faf4f9ae	21	65	62	3	4	2	0
3ac5f1106d3	19	8	4	4	2	0	0
534e41b4747	19	8	4	4	2	0	0
4f8a0cd2f9d	14	7	7	0	1	0	0
2c52ccea80e	14	7	7	0	1	0	0
4f38c5ece30	15	75	75	0	1	1	0
8f15582ef33	12	25	24	1	1	0	0
5e3b0095de9	22	66	62	4	2	1	0
cf2ee19049a	21	21	15	6	1	0	0
b9e1bb3d92a	16	2	2	0	0	0	0
098fef67403	12	85	69	16	2	1	0
10d4bd8266f	10	125	123	2	1	0	0
326b2cb34e2	15	702	522	180	1	0	0
78ca5558451	20	71	41	30	1	0	0
0757c73a20d	19	48	44	4	3	0	0
e34a2c170c5	16	474	225	249	10	0	0
8dd4fcbe8f3	12	20	20	0	1	0	0
4fc0fdc6ee8	16	3	2	1	1	0	0
cdcb1118c83	15	32	16	16	16	0	0
efb833f342d	16	4	2	2	1	0	0
97cada0e6a1	16	74	74	0	1	0	0
6f96e78dea5	12	14	14	0	1	0	0
04958e88a41	11	85	85	0	2	1	0
105d1787dc0	07	2	1	1	1	0	0
d7bcf21340b	23	9	4	5	0	0	0
edcfea5d02c	05	3	2	1	0	0	0
099c717baf7	09	2	1	1	1	0	0
10edbbb927e	02	26	14	12	2	0	0
89014c9d405	22	8	8	0	1	1	0
5fd012e67a9	12	18	12	6	1	0	0
8974ba31a37	04	2	1	1	1	0	0
9c11e8a1ca7	22	50	48	2	2	1	0
11d68eb3fc3	08	4	2	2	1	0	0
52eaac43826	02	39	38	1	4	0	0
818f0cba553	02	114	98	16	1	0	0
359a65a6db1	00	49	46	3	2	1	0
1ba834bd3fe	23	9	6	3	1	0	0
c8646e0c415	17	2	2	0	1	0	0
672b453a767	16	13	2	11	1	0	0
edea4122b1c	15	21220	7097	14123	224	4	16
21b64dc7c9e	21	191	158	33	9	0	0
37bb37d151f	16	16	13	3	3	0	0
362b5a6c401	15	26	26	0	2	1	0
