1d90b5b78e4	23	19	11	8	1	0	0
3546825b140	11	18	18	0	0	0	0
cc517497e6b	14	5	3	2	1	0	0
acbdabb74b1	12	13	9	4	0	0	0
884b25356f2	15	8	5	3	1	0	0
17c6fe2e22e	14	6	3	3	1	0	0
1d90b5b78e4	23	19	11	8	1	0	0
3546825b140	11	18	18	0	0	0	0
cc517497e6b	14	5	3	2	1	0	0
acbdabb74b1	12	13	9	4	0	0	0
884b25356f2	15	8	5	3	1	0	0
17c6fe2e22e	14	6	3	3	1	0	0
1d90b5b78e4	23	19	11	8	1	0	0
3546825b140	11	18	18	0	0	0	0
cc517497e6b	14	5	3	2	1	0	0
acbdabb74b1	12	13	9	4	0	0	0
884b25356f2	15	8	5	3	1	0	0
17c6fe2e22e	14	6	3	3	1	0	0
