.js	3081
.cc	2847
.h	2485
.c	2463
.py	934
.html	775
.gyp	319
.markdown	223
.md	182
.1	126
.3	95
.sh	82
.status	78
.json	77
.pem	76
.gypi	69
.bat	66
.txt	62
.pl	61
.vcproj	48
.gitignore	46
.mk	41
.png	37
.in	26
.cmake	25
.tar	22
.cpp	21
.com	19
.vcxproj	19
.m4	18
.ec	15
.hex	12
.vsprops	12
.npmignore	12
.pyt	11
.css	10
.sln	10
.am	10
.pod	10
.wxs	10
.lua	10
.ac	9
.xml	9
.opt	9
.yml	8
.cmd	8
.wixproj	8
.stdout	8
.a	8
.S	8
.out	7
.ss	7
.mailmap	7
.patch	6
.gitmodules	6
.LIB	6
.jpg	5
.plist	5
.txt"	4
.sub	4
.guess	4
.cnf	4
.rtf	4
.eps	4
.srl	4
.in1	4
.in0	4
.rc	3
.hpp	3
.msvc	3
.s	3
.ico	3
.golden	3
.doc	2
.CV	2
.NONPORTABLE	2
.bmp	2
.chromium	2
.ASN1	2
.WinCE	2
.printvars	2
.ttf	2
.cares	2
.ini	2
.expectation	2
.strings	2
.dsp	2
.dsw	2
.gnu	2
.Borland	2
.spec	2
.m	2
.gencc	2
.Watcom	2
.tests	2
.bin	2
.hqx	2
.log	2
.node	2
.mar	2
.awk	2
.crt	2
.asm	1
.SSLeay	1
.sha1	1
.gcc	1
.W64	1
.bc	1
.OS2	1
.doxy	1
.xib	1
.pch	1
.gz	1
.aandMingw32?	1
.xs	1
.W32	1
.xclangspec	1
.key	1
.NW	1
.lis	1
.pm	1
.p7s	1
.num	1
.p7m	1
.mul	1
.WCE	1
.settings	1
.p7c	1
.ext	1
.mm	1
.saves	1
.win32	1
.d	1
.gitattributes	1
.hpux10-cc	1
.MacOS	1
.pbfilespec	1
.shared	1
.rnd	1
.DJGPP	1
.RootCerts	1
.TXT	1
.VMS	1
.ENGINE	1
.fre	1
.org	1
.dif	1
.crl	1
.lnx	1
.pdf	1
.README	1
.sol	1
