1	1
54	18
1	1
4	33
1	1
1	4
1	4
55	9
2	23
55	10
6	17
6	17
1	5
1	5
56	19
2	1
2	30
1	2
3	36
1	1
1	15
1	40
1	1
56	41
56	22
3	16
56	1
56	63
1	9
56	9
56	16
3	62
2	61
4	23
2	13
1	5
1	9
1	50
1	4
1	1
3	15
56	10
56	127
2	16
4	120
3	39
2	2
2	23
56	20
56	4
2	2
3	46
4	43
3	2
2	1
2	3
57	354
2	348
57	24
2	5
2	3
57	4
57	25
6	9
57	18
2	14
2	14
6	19
59	41
8	11
2	2
1	2
60	16
4	10
1	9
60	5
60	160
2	137
60	156
4	4
60	158
2	3
5	94
60	247
60	3
60	77
2	74
3	6
3	6
3	17
60	55
113	22
113	149
2	2
6	30
2	34
48	77
48	9
2	25
48	35
3	16
48	3
2	25
48	106
2	25
2	2
2	2
6	8
48	4
4	45
48	4
5	26
2	11
3	43
3	43
48	43
48	43
48	24
48	32
2	5
3	5
114	373
