54	4
1	1
4	8
1	1
1	8
1	3
55	3
2	10
1	1
55	7
6	3
6	3
1	2
1	2
56	5
2	1
2	13
1	3
3	16
1	2
1	9
1	16
1	1
56	14
56	7
3	6
56	1
56	16
1	5
56	10
56	11
3	7
2	10
4	8
2	8
1	3
1	9
1	2
1	1
3	5
56	2
56	26
2	6
4	20
3	3
2	1
2	9
56	9
56	2
2	2
3	16
4	12
3	2
2	2
2	2
57	32
2	31
57	12
2	7
2	4
57	3
57	13
6	7
57	8
2	10
2	10
6	8
59	21
8	6
2	2
60	11
4	4
1	4
60	3
60	30
2	23
60	65
4	1
60	65
2	2
5	16
60	74
60	3
60	10
2	8
3	7
3	7
3	16
60	28
113	10
113	42
2	3
6	18
2	3
48	25
48	5
2	16
48	27
3	28
48	1
2	19
48	46
2	33
2	2
2	3
6	2
48	2
4	16
3	1
48	3
5	12
2	7
3	15
3	15
48	22
48	22
48	9
48	10
2	2
3	1
114	121
