2	1
3	1
4	1
2	1
2	1
1	1
2	1
1	1
2	1
2	1
5	1
2	1
1	1
2	1
3	1
3	1
2	1
1	1
3	1
3	1
3	1
3	1
2	1
2	1
8	1
2	1
16	1
8	1
2	1
88	1
2	1
2	1
1	1
1	1
6	1
2	1
2	1
1	1
1	1
2	1
5	1
2	1
2	1
3	1
2	1
2	1
2	1
2	1
2	1
2	1
4	1
2	1
2	1
2	1
1	1
53	1
1	1
1	1
2	1
2	1
5	1
1	3
8	1
9	3
8	2
1	1
1	1
2	2
2	2
2	1
3	1
2	1
1	1
2	1
3	1
1	1
1	3
4	1
1	1
1	1
2	1
1	1
1	1
1	1
3	1
1	1
2	1
2	1
3	1
2	1
1	1
1	1
4	1
3	1
8	1
2	1
2	1
2	1
1	1
2	1
1	1
2	1
2	1
2	1
2	1
2	1
2	1
1	1
3	1
2	1
5	1
2	1
6	1
3	1
6	1
1	1
8	1
1	1
2	1
3	1
6	1
2	1
7	1
1	1
2	1
1	1
8	1
1	1
2	1
10	1
1	1
1	1
10	1
2	1
1	1
2	1
4	1
3	1
1	1
2	1
3	1
2	1
1	1
2	1
1	1
2	1
2	1
9	2
2	1
2	1
2	1
1	1
3	2
2	1
5	2
2	1
2	1
2	1
3	1
1	1
1	1
188	1
2	1
3	2
1	1
2	1
2	1
3	1
9	2
1	2
3	1
2	1
2	1
2	1
2	1
3	2
1	1
1	1
4	1
5	2
1	1
2	1
10	1
2	1
4	1
2	1
2	1
2	2
2	1
2	1
1	1
1	1
1	1
1	2
1	1
6	2
1	1
1	1
2	1
3	1
1	1
5	3
3	2
1	1
4	1
40	1
1	1
5	1
41	1
2	1
1	2
7	3
2	2
1	1
2	1
2	1
5	1
2	1
63	1
1	1
4	2
3	3
2	1
2	1
1	1
2	1
2	1
9	1
16	1
3	1
2	1
1	1
2	1
2	1
7	3
2	1
1	1
1	1
50	1
2	1
2	1
2	1
2	2
1	1
3	1
5	2
4	1
46	1
1	1
2	1
2	1
1	1
2	1
2	1
2	1
354	15
1	1
36	2
2	1
3	1
348	15
2	1
2	1
2	1
3	2
2	1
2	1
6	1
2	1
2	1
3	1
2	1
7	1
2	1
1	1
1	1
5	1
2	1
1	1
5	1
2	1
2	1
2	1
5	2
5	2
5	2
8	1
2	1
3	1
2	1
2	1
2	1
17	1
4	1
6	1
5	1
7	1
15	1
6	1
2	1
16	1
3	1
1	1
2	1
2	1
2	1
2	1
2	1
2	1
3	2
2	1
2	1
2	1
2	1
2	1
2	1
2	1
5	1
1	1
3	1
2	1
5	1
1	1
1	1
156	1
1	1
2	1
2	1
158	1
3	1
3	1
2	1
15	1
5	1
247	1
5	1
13	1
2	1
12	1
1	1
2	1
2	1
2	1
2	1
2	1
1	1
4	4
10	1
1	1
3	1
1	1
2	1
2	1
2	1
1	1
2	1
2	1
