3	1
3	1
3	1
188	31
63	20
18	4
1	1
33	8
1	1
4	8
4	3
9	3
23	10
2	1
10	7
17	3
17	3
5	2
5	2
19	5
1	1
30	13
2	3
36	16
1	2
15	9
1	1
40	16
1	1
41	14
22	7
16	6
1	1
63	16
9	5
9	10
16	11
62	7
22	3
22	3
1	1
61	10
23	8
13	8
5	3
50	9
4	2
1	1
15	5
2	1
10	2
127	26
16	6
120	20
39	3
2	1
23	9
20	9
4	2
2	2
46	16
43	12
2	2
1	2
3	2
354	32
348	31
24	12
5	7
3	4
4	3
6	1
25	13
9	7
18	8
14	10
14	10
19	8
41	21
11	6
2	2
16	11
10	4
9	4
5	3
160	30
137	23
156	65
4	1
158	65
3	2
94	16
247	74
3	3
77	10
74	8
6	7
6	7
17	16
55	28
22	10
149	42
2	3
30	18
34	3
77	25
