8	1
5	2
130	19
7	1
96	2
128	2
40	1
41	1
37	3
30	2
39	1
19	2
14	2
16	3
38	3
36	2
49	1
61	7
10	1
28	2
36	1
36	1
36	1
47	3
1	2
55	3
19	1
58	1
36	1
61	2
38	1
12	1
43	2
27	1
4	1
6	1
24	2
17	2
8	1
8	1
45	1
67	10
2	1
1	1
26	1
10	2
17	1
60	2
36	1
36	1
52	1
19	1
105	1
28	1
30	1
44	2
64	7
1	1
51	1
1	1
31	8
2	1
218	17
37	3
218	18
220	18
32	1
22	9
1	1
23	6
15	1
30	6
15	2
74	1
84	5
84	5
92	5
72	1
7	1
72	1
91	5
23	168
131	7
37	1
10	2
4	1
11	2
57	2
43	3
32	2
41	1
34	1
43	1
55	6
60	2
2	1
81	6
50	4
58	7
73	5
107	9
2	1
23	181
31	1
108	9
4	1
2	2
30	340
108	50
5	1
1	1
3	1
98	7
1	1
1	1
1	1
9	2
1	1
142	15
1	1
57	2
85	9
29	12
75	3
58	2
51	1
6	1
5	1
113	12
30	259
30	277
100	5
45	2
29	1
59	10
46	1
3	1
3	1
135	4
124	19
2	1
10	1
1	1
4	1
11	1
194	24
85	11
163	22
30	293
314	19
12	1
6	1
10	1
1	1
457	49
292	32
7	1
