8	1
5	2
143	19
3	1
132	2
124	2
51	1
53	1
56	3
59	2
53	1
46	2
30	2
22	3
58	3
55	2
69	1
107	7
14	1
50	2
53	1
53	1
54	1
54	3
7	2
94	3
18	1
92	1
1	1
48	1
88	2
54	1
25	1
98	2
43	1
2	1
1	1
22	1
39	2
37	2
11	1
29	1
62	1
96	10
1	1
2	1
40	1
32	1
49	1
49	1
80	1
1	1
40	1
119	1
43	1
42	1
67	2
103	7
1	1
82	1
2	1
64	8
3	1
245	17
59	3
246	18
253	18
58	1
1	1
50	9
1	1
46	6
38	1
70	6
33	2
102	1
133	5
133	5
141	5
100	1
99	1
141	5
7	168
160	7
80	1
3	4
35	2
14	1
23	2
111	2
80	3
51	2
76	1
62	1
4	50
83	1
93	6
102	2
125	6
81	4
85	7
110	5
146	9
15	1
14	181
145	9
10	1
3	1
4	2
76	340
154	50
9	1
8	1
145	7
1	1
17	2
1	1
225	15
1	19
81	2
143	9
46	12
120	3
109	2
93	1
5	1
3	1
189	12
76	259
1	19
77	277
197	5
93	2
48	1
101	10
55	1
8	1
18	1
223	4
213	19
4	2
293	24
133	11
216	22
77	293
320	19
1	1
29	1
1	1
4	1
559	49
468	32
