37	4
1	1
1	8
1	1
1	8
1	3
37	3
1	10
1	1
37	7
3	3
3	3
38	5
1	1
1	13
1	3
1	16
1	2
1	9
1	16
1	1
38	14
38	7
1	6
38	1
38	16
1	5
38	10
38	11
1	7
1	10
1	8
1	8
1	3
1	2
1	1
1	5
38	2
38	26
1	6
1	20
1	3
1	1
1	9
38	9
38	2
1	2
1	16
1	12
1	2
1	2
1	2
38	32
1	31
38	12
1	7
1	4
38	3
38	13
2	7
38	8
1	10
1	10
1	8
38	21
1	6
1	2
38	11
1	4
38	3
38	30
1	23
38	65
1	1
38	65
1	2
1	16
38	74
38	3
38	10
1	8
1	7
1	7
1	16
38	28
83	10
83	42
1	3
1	18
1	3
39	25
39	5
1	16
39	27
1	28
39	1
1	19
39	46
1	33
1	2
1	3
1	2
39	2
1	16
2	1
39	3
1	12
1	7
1	15
1	15
39	22
39	22
39	9
39	10
1	2
1	1
84	121
40	31
40	36
1	20
40	61
40	108
40	108
40	89
