1	44
1	42
1	21
1	39
1	15
1	2
1	10
1	6
1	2
1	10
1	14
1	29
1	27
1	1
1	13
1	20
1	32
1	37
1	6
1	31
1	14
1	10
1	5
1	15
1	1
1	3
1	3
1	3
1	24
1	16
1	9
1	7
1	19
1	6
1	17
1	3
1	16
1	16
1	26
1	19
1	16
1	14
1	3
1	6
1	6
1	8
1	2
1	3
1	110
1	14
1	12
4	29
1	7
2	33
1	1
2	5
1	6
1	14
1	53
1	15
4	218
4	227
4	229
3	19
2	13
1	19
2	1
6	13
2	2
1	1
1	19
1	11
5	9
2	97
1	1
1	20
1	2
2	41
2	41
1	7
1	4
1	4
1	4
1	8
2	49
1	46
1	46
2	51
3	106
1	2
1	1
1	1
1	1
1	1
2	5
2	8
2	14
1	7
1	5
3	27
1	18
1	2
1	7
1	1
1	1
2	64
1	2
1	3
1	24
1	29
2	47
1	1
1	1
1	1
2	89
1	3
1	1
1	1
1	3
2	97
1	1
1	4
1	3
1	6
266	9
3	149
1	9
1	2
1	2
1	1
2	84
3	139
1	56
1	2
1	2
1	2
1	3
1	4
1	3
5	38
1	6
1	16
1	3
1	21
2	42
2	46
1	13
1	3
6	463
1	1
265	55
265	149
1	4
6	141
1	36
1	89
1	73
1	36
1	38
1	24
1	23
1	1
2	67
1	7
6	93
2	11
2	11
1	25
1	1
1	3
5	570
2	63
1	1
1	14
4	234
266	373
2	153
2	2
1	1
10	604
2	5
12	487
1	25
1	1
