b7c23ac3f5e	04	1110	603	507	11	0	0
e505a1215c5	01	640	640	0	7	5	0
ac1da4b4073	16	41	40	1	3	1	0
a66e45693ce	22	40	20	20	1	0	0
52b9ede6dbc	05	12	10	2	1	0	0
1efac74958c	00	21	15	6	2	0	0
8275d7cd346	13	54	24	30	2	0	0
d75c338dd6e	18	976	932	44	13	2	1
9eaf2329e7d	03	35	30	5	4	0	0
6d75c06e642	00	2	1	1	1	0	0
f1762ff815d	08	70	70	0	8	5	0
e41e078159e	12	70	39	31	1	0	0
e4bca198431	12	4	4	0	1	0	0
ddbaeef1b36	02	1	1	0	1	0	0
3c7200ff669	03	2	1	1	0	0	0
952bbb86b5c	03	2	1	1	0	0	0
a904d123061	02	2	1	1	1	0	0
5908bdab9a8	02	2	1	1	1	0	0
c14c445cb69	12	6	4	2	1	0	0
d9eb64928ec	12	6	4	2	1	0	0
3aa5cfde105	14	18	7	11	1	0	0
71009ad3fe3	00	2	1	1	1	0	0
352b8c3ad5d	20	28	15	13	1	0	0
554b02a14c0	20	484	259	225	1	0	0
1191ca052fb	06	60	45	15	1	0	0
72262060dbe	13	823	823	0	3	3	0
ab5c0dd63ea	23	834	833	1	6	3	0
