8e57398b203	00	14	11	3	1	0	0
d75de86e6d8	02	6	6	0	0	0	0
90fb81ad540	01	600	361	239	102	8	1
dd8018de956	19	4	2	2	1	0	0
9a059ea69e1	00	56	44	12	4	0	0
56f65e3c3e1	16	497	399	98	109	19	0
2255efa171e	00	232	122	110	95	0	0
bb9316da28f	02	1767	1049	718	158	21	7
f490934c33b	19	22	17	5	1	0	0
93188918ea7	22	334	177	157	6	0	0
580e67015c4	01	37	37	0	2	1	0
cf20b6bf65b	23	85	78	7	7	1	0
db273818f6c	02	16	8	8	3	0	0
ffc81106598	19	21	20	1	1	0	0
1ad30a2af49	23	196	99	97	95	0	0
0f6d3e22d9e	20	1	0	1	0	0	1
d5f401147ac	18	1	1	0	0	1	0
61764613d1b	00	1706	731	975	252	0	27
e85a95dfa34	17	23754	23739	15	218	217	1
3ab15cde251	00	8492	1667	6825	132	15	104
0ba78d5f362	21	89	86	3	2	0	0
e543b0e95e7	22	11	10	1	1	0	0
975f1930b1c	22	11	10	1	1	0	0
06190928c0c	23	10	5	5	1	0	0
4c5751ba977	19	148	146	2	2	1	0
2d02e6a9920	17	34	25	9	3	0	0
caf70f5e941	15	145	104	41	3	0	0
b70fed48a7f	01	143	40	103	3	0	0
e6f147141e4	16	86	83	3	1	0	0
59a5262041d	23	53	53	0	3	2	0
4f91b72dbe4	18	3	2	1	1	0	0
ff942c6b39d	18	3	2	1	1	0	0
c828ded0c2b	18	2	1	1	1	0	0
74c02066fe0	02	64	64	0	1	1	0
e06ce7562ca	17	23	16	7	4	0	0
b3af074a025	16	7	4	3	1	0	0
98990b97798	16	23	20	3	3	0	0
dc8f4eed53b	17	54	54	0	1	0	0
190abcac9de	00	23	15	8	1	0	0
8b6277a4602	00	6	5	1	4	0	0
ef523e5719f	05	6	3	3	1	0	0
ef27d56cc12	15	29	0	29	1	0	0
6b6f2b1d2ca	15	29	0	29	1	0	0
b4712bf1ac2	20	10	8	2	1	0	0
711a356468d	20	10	8	2	1	0	0
f90264d2462	06	50	35	15	1	0	0
d104bfd5a6d	06	32	19	13	3	0	0
5b8e1dabbc1	23	17622	17615	7	44	45	0
ac4791393ed	22	9	7	2	2	0	0
3210809d0ac	22	9	7	2	2	0	0
ef35f4d6c1b	00	64	64	0	1	1	0
703a1ffe52b	18	120	4	116	10	0	5
c050d0fa19a	01	11	5	6	3	0	0
bf0802402d5	00	5	3	2	1	0	0
588d885e81d	00	14	14	0	2	0	0
ddfc6b78cc1	18	13	11	2	2	0	0
dcecfc5f1b4	16	15	12	3	2	0	0
448eab2587d	22	6	4	2	2	0	0
7f0047c2d52	21	224	43	181	8	0	4
ebc4d5cd290	22	17	0	17	1	0	0
9b5098f509a	20	34	33	1	7	4	0
fc80ee947a6	00	45	45	0	1	0	0
87900b14da5	20	18	7	11	1	0	0
8475e1527dd	20	3	2	1	1	0	0
9967c369c92	17	121	117	4	10	5	0
794cb60f9e8	17	2	1	1	1	0	0
580ab7ba2c1	17	4	2	2	1	0	0
249361cab79	11	36	23	13	1	0	0
307f39ce9ed	20	71	64	7	2	0	0
7c6f0147dfa	18	70	44	26	1	0	0
a7ce79124e6	03	24	23	1	3	0	0
bbffd9e5025	16	4	2	2	1	0	0
8df6f9e5446	19	128	125	3	7	6	0
8fd1c68f062	02	100	100	0	1	1	0
0b3ecc05a68	19	37	27	10	2	0	0
efca5f8e78a	00	45	45	0	1	0	0
3935adced09	23	42	42	0	2	0	0
5cfac218526	22	107	101	6	3	0	0
90802d628df	22	190	171	19	2	0	0
7ee8c5676b5	19	18	13	5	1	0	0
6d85da185c8	22	169	164	5	3	1	0
e1a72f0e2e4	21	12	10	2	2	0	0
4d64f363385	21	9	5	4	2	0	0
7bff70268a4	18	4	2	2	1	0	0
3c9fb3ec1af	18	11	10	1	2	0	0
11a06fe1e4c	05	6	4	2	2	0	0
bc8e9b340dd	20	58	30	28	1	0	0
d664bf376d1	18	222	150	72	2	0	0
3599c71dae1	22	11	9	2	2	0	0
a48f73d0d34	23	2	2	0	1	0	0
f3d364122dc	05	6	4	2	2	0	0
2cfe7b847d9	05	1	1	0	1	0	0
0aa1a8a005c	01	85	84	1	6	0	0
8b9dbdad272	01	8	8	0	2	0	0
f8defa3e090	20	9	8	1	4	2	0
f07041e6cd2	23	3	3	0	1	0	0
ff39d413a3c	21	315	261	54	1	0	0
81b4d453547	21	10	6	4	2	0	0
46513483cd9	21	92	89	3	9	6	0
9bed5dcb2c5	00	133	109	24	3	0	0
2e6a263e292	08	20	18	2	2	0	0
5f2e90934e5	18	71	52	19	4	0	0
da2f4b2dc42	01	53	53	0	5	2	0
2f1f22ab26e	01	59	34	25	1	0	0
f86ec1366f7	17	23	20	3	3	1	0
6cdeb3b3fd1	21	22	17	5	4	2	0
430a7f1bed7	00	33	28	5	2	0	0
49275524a5d	18	9	7	2	1	0	0
d40af91b301	00	964	482	482	2	0	0
435ece50589	02	151	126	25	3	0	0
6f5d95de6df	02	87	81	6	4	1	0
48334dc0b1b	19	11	8	3	1	0	0
3d0627dc6aa	19	3	2	1	1	0	0
47c40bf18d3	19	50	30	20	1	0	0
dc2b4b2a819	19	266	140	126	1	0	0
6525c045229	18	264	148	116	1	0	0
7c57eb2aec1	19	251	141	110	1	0	0
a52f59b437d	02	220	111	109	3	1	1
a2b3c865c92	19	4	2	2	1	0	0
b52b4196ab2	19	34	29	5	2	0	0
c73041b3d59	04	52	43	9	2	1	0
3c9746de244	19	47	40	7	2	0	0
d39d3cec65a	08	8	8	0	1	0	0
9996b459e15	21	231	186	45	4	0	0
589e27948ba	04	52	43	9	2	1	0
987cbbc191c	19	47	40	7	2	0	0
4c514a723cf	23	4	2	2	1	0	0
446d2ec19c9	18	23	17	6	1	0	0
5e14c8bec0b	20	13	7	6	2	0	0
b0adaff67e4	00	32	27	5	2	0	0
bfc6b51d955	19	11	1	10	1	0	0
