Commit ID 	 Time 	 LOCChanged 	 LOCADD 	 LOCRem 	 Totalfiles 	 Filesadd 	 Filesrem 
65dd905dd27	13	599	466	133	5	0	0
14914096baa	10	714	683	31	2	0	0
2d9c891ae2c	20	10	7	3	1	0	0
0e3c47c34db	16	1195	578	617	1	0	0
9b61cb5fcc6	14	181	111	70	1	0	0
27cf08c3384	13	4	0	4	1	0	0
020cf4502c1	13	28	23	5	1	0	0
996ef50fadd	12	3	3	0	1	0	0
62c5c18896d	11	4	3	1	1	0	0
1f583169150	11	13	11	2	1	0	0
3769d4520c1	18	3	0	3	1	0	0
fdc067ad7d6	18	17	14	3	1	0	0
5f43496dfc9	13	45	42	3	2	0	0
c89df6581a5	12	107	69	38	4	0	0
0ca7860b6ad	13	42	35	7	3	0	0
779df52028e	13	26	21	5	3	0	0
6a1af95e0b0	13	3	2	1	2	0	0
5d27cb281e6	13	354	211	143	4	0	0
7306b996c57	10	107	79	28	1	0	0
2bf0ddb2643	10	13	10	3	1	0	0
a4507bd50ae	13	68	39	29	1	0	0
e127cc35db6	13	29	29	0	1	0	0
76a14ae13c0	12	15	11	4	2	0	0
22263f06561	11	58	43	15	1	0	0
f4c22027cdc	10	1	1	0	1	0	0
abe31a5b1b8	10	55	50	5	1	0	0
7ed98e8e810	13	24	24	0	2	0	0
56dea3a6f71	12	3	3	0	1	0	0
7e0ec6e5e90	12	44	43	1	2	0	0
3712fdf593a	12	56	54	2	3	0	0
fd9ce0f1822	11	6	4	2	1	0	0
e3b2d90c12f	11	11	9	2	1	0	0
c754d7e07ea	09	2	1	1	1	0	0
8f530fb897f	11	5	3	2	1	0	0
929239975f6	14	5	3	2	1	0	0
