Commit ID 	 Time 	 LOCChanged 	 LOCADD 	 LOCRem 	 Totalfiles 	 Filesadd 	 Filesrem 
4c4c9845783	02	23	21	2	2	0	0
2617850e130	01	12	6	6	3	0	0
12ef969647e	22	10	5	5	2	0	0
88494c3fcf3	00	1	1	0	1	0	0
8489f115e63	20	4	2	2	2	0	0
d19979d54c3	20	2	1	1	1	0	0
14a86e68cc9	18	790	0	790	61	0	61
2ba948f13b9	18	4	2	2	2	0	0
3cd3afed418	18	143	115	28	6	1	0
3f3aa5bc3b3	16	976	352	624	20	5	3
47c1fba702a	14	606	601	5	7	3	0
3959631ca65	14	21	20	1	1	0	0
39913f161e7	15	2	1	1	1	0	0
79bc83d78a2	13	16	13	3	1	0	0
a483599cc05	03	4	3	1	1	0	0
5e91987c20e	02	736	358	378	29	0	0
d13d815e902	02	46	23	23	11	0	0
1156fbf0dc8	01	61	36	25	8	0	0
f998475ad88	22	197	100	97	4	0	0
4f60b2ea18e	22	5	3	2	2	0	0
e4b7b3a87ff	22	10	6	4	1	0	0
8028eece8ab	22	25	13	12	1	0	0
7c851e8f836	22	20	12	8	2	0	0
8b1a504e845	21	2	1	1	1	0	0
3718ae58416	21	2	1	1	1	0	0
9a8dc921c8d	21	23	23	0	2	0	0
6e74fd69833	16	59	43	16	9	6	2
957fbc8a797	15	241	200	41	6	3	0
36ef2c1a526	14	2	1	1	1	0	0
9ae4c58dd10	14	2	1	1	1	0	0
b9351f2c020	14	19	10	9	2	0	0
222ffbf20ed	14	170	87	83	1	0	0
48d3f3bf583	13	9144	0	9144	42	0	44
7206884ff81	13	22	11	11	5	0	0
