Commit Id	Time	Total LOC	LOC added	LOC removed	Files affected	Files added	Files removed
802c4c6a61d	21	2	2	0	1	0	0
80858761a87	6	32	27	5	1	0	0
a239ea0d402	12	2	1	1	1	0	0
b00b2f08bf7	7	2	1	1	1	0	0
b0388ccad08	16	38	32	6	2	0	0
07ad11916f6	16	6	6	0	1	0	0
c07edd90f5b	9	10	5	5	3	0	0
d9377f5eb0c	8	2	1	1	1	0	0
a9f2c4aa307	8	8	7	1	1	0	0
be23c51f697	13	119	115	4	1	1	0
e609195202d	7	150	144	6	4	1	0
da82daf54c6	7	21	13	8	1	0	0
8ef2c13d6c8	16	4	2	2	1	0	0
b5d32d4a9ec	16	50	21	29	3	0	0
b904a078d84	21	7	6	1	1	0	0
9ad27f78530	22	11	7	4	3	0	0
b43eb9678bd	5	1	1	0	1	0	0
178e2ce65fe	19	50	30	20	3	0	0
4561d9e07b1	8	4	0	4	1	0	0
698455384fc	8	280	10	270	9	0	0
234afa5be18	7	52	51	1	1	0	0
360ce526fd5	18	98	94	4	2	0	0
1b8b097fad3	17	229	120	109	2	0	0
542156a6a17	18	68	17	51	1	0	0
0a42266824e	17	5	4	1	1	0	0
95866a64457	19	4	2	2	1	0	0
67706b8bb75	9	8	4	4	2	0	0
f4124e18cb6	6	107	75	32	2	0	0
c26cf84a088	19	26	25	1	3	0	0
02e0a0aa109	11	71	41	30	1	0	0
82d0ac7ac78	13	21	21	0	1	0	0
26aab0dc5d3	7	19	5	14	1	0	0
9b6acc27aad	6	15	9	6	1	0	0
2c9bcb28be2	6	2	1	1	1	0	0
9e09fc05081	5	52	42	10	2	0	0
43cb4ec76bb	17	3	2	1	1	0	0
39fec6003e2	18	68	35	33	2	0	0
e406613ee55	15	57	28	29	2	1	0
78d91ff0747	9	8	3	5	1	0	0
20100713392	16	63	44	19	2	0	0
1e37efb08bb	17	172	168	4	3	1	0
8efe7a8304e	10	31	15	16	1	0	0
79fd1f7f0b4	10	14	9	5	1	0	0
3148f1400e0	9	68	50	18	1	0	0
145fac7fb1b	15	6	6	0	1	0	0
4a537c1b88b	15	71	47	24	1	0	0
d6088b26673	0	2	1	1	1	0	0
d2dadf32dbb	9	37	22	15	1	0	0
1dd3b68c4f5	9	20	17	3	1	0	0
19194f87c5a	9	133	114	19	1	0	0
3a7713ff10d	8	9	5	4	1	0	0
f2ec46a7a73	6	64	23	41	1	0	0
9fb186892cb	14	119	68	51	1	0	0
57388d8b2ef	14	4	3	1	1	0	0
df480e0357b	7	18	11	7	1	0	0
b942c6339ad	19	1	0	1	1	0	0
8c2c7bb8a9b	11	85	63	22	2	1	0
fe4b0f40d6f	16	15	12	3	1	0	0
54520981a40	12	86	62	24	1	0	0
db6526f9622	11	42	32	10	1	0	0
69fa7ef65db	11	2	1	1	1	0	0
79265fe3895	10	8	4	4	1	0	0
5a3639985a8	10	10	10	0	1	0	0
3dd573e858d	10	59	32	27	1	0	0
03adceec62a	5	12	9	3	1	0	0
8d7aade6634	20	13	7	6	2	0	0
01349bbd709	19	68	36	32	1	0	0
46382a728a0	16	3	2	1	1	0	0
d36d5c34dfe	14	11	4	7	1	0	0
199f90b1389	10	6	3	3	1	0	0
22eb2d50844	9	5	4	1	1	0	0
3b593c9ec5d	9	8	3	5	1	0	0
e13ed4a8d0e	9	129	53	76	2	0	0
2c2397d333f	3	7	7	0	1	0	0
00343a9af02	16	14	14	0	1	0	0
77eb8eabe2e	16	4	2	2	1	0	0
0d4dc3a8b55	16	8	4	4	1	0	0
f549f2bf1de	14	21	10	11	1	0	0
3b2577b4fef	14	163	105	58	1	0	0
e01635eb9bc	10	411	206	205	1	0	0
eab65e214e6	10	99	63	36	1	0	0
134ab61131e	8	93	67	26	1	0	0
71a9aefa0f2	8	27	16	11	2	0	0
42b8b77d9fe	7	368	206	162	2	0	0
bd69afbc830	20	243	72	171	1	0	0
4527de8cba3	11	96	74	22	3	1	0
b20c98e4270	10	2	2	0	1	0	0
a0556fcbe1a	10	7	7	0	1	0	0
41a41825f62	10	14	8	6	1	0	0
292e2ea5add	8	14	9	5	1	0	0
c8ffbcd9f1a	8	63	49	14	1	0	0
4ff15512f57	8	26	10	16	1	0	0
ff05beeef33	8	2	1	1	1	0	0
c0d8311f6b8	17	2	1	1	1	0	0
942f8b5afb1	14	39	36	3	2	0	0
9010f5fbab2	15	337	315	22	8	1	0
759fb36df33	13	5	5	0	1	0	0
21724ecaec6	19	47	30	17	2	0	0
c9b40da368d	3	328	324	4	6	1	0
448cbaf395c	12	72	70	2	2	1	0
5535aa3d51c	12	72	70	2	2	1	0
b8955688007	9	3	2	1	1	0	0
db23af05b04	9	3	2	1	1	0	0
49888a01c34	16	99	99	0	1	1	0
6b97c2e9862	17	19	13	6	1	0	0
10fa8e39995	17	19	13	6	1	0	0
00890e43fb9	16	9	8	1	1	0	0
4c36f3e7e61	17	50	49	1	3	0	0
f2b297cc7ca	12	100	97	3	2	1	0
5d2aef17ee5	23	385	222	163	17	1	0
b55c9d68aa7	20	42	41	1	3	0	0
d24946b1b45	22	5	4	1	2	0	0
ef096f8d8fb	16	12	7	5	2	0	0
e781832ea1b	7	4	3	1	1	0	0
b76a1ff9405	10	36	35	1	2	1	0
7b9771f5692	20	97	77	20	2	0	0
4d140746f09	20	85804	6091	79713	313	23	82
d0ff900a65e	17	3	3	0	1	0	0
0c5a0ecc7c8	16	138	113	25	5	0	0
030d03190f3	16	16	8	8	2	0	0
ce04c726a31	16	810	437	373	37	0	0
1c7bf245dc2	16	192025	136960	55065	1125	196	11
f0d870501ed	10	13	10	3	2	0	0
5e06ce4fb94	10	11	10	1	1	0	0
34bf6e46beb	16	4	3	1	1	0	0
5596f936d81	13	7	6	1	1	0	0
3b88dc6f19f	8	23	14	9	2	0	0
dbae8b569fd	23	1	1	0	1	0	0
75adde07f9a	13	3069	1839	1230	42	0	0
e0c53025905	21	6	2	4	1	0	0
a6f89ccd76a	20	4	2	2	1	0	0
b7776fb192b	17	2	2	0	0	0	0
b940e0fd86f	16	68	65	3	3	1	0
7589a0007c2	22	8	3	5	2	0	0
829a9b8cba0	13	53	52	1	2	1	0
75ea11fc080	13	126	111	15	9	0	0
940abd0b19d	11	4	4	0	1	0	0
e2a1d9a9ac6	11	12	6	6	3	0	0
dee5270a6c0	10	59	56	3	3	1	0
c0d81f90996	10	15	14	1	2	0	0
d10a68736d3	22	32	0	32	2	0	1
96379f83e0f	22	4	1	3	1	0	0
f1de13b8ab7	16	279	190	89	11	1	0
528a3ce3ed0	21	149	148	1	5	1	0
5ce458032f3	9	83	70	13	2	1	0
23157030357	7	72	52	20	3	0	0
9a60bf3726d	12	104	77	27	3	0	0
643a7d8c160	20	4	2	2	1	0	0
fac8f396ccc	11	13	10	3	4	0	0
e796e11087f	9	56	51	5	4	1	0
fc26fd6b388	9	56	51	5	4	1	0
597eb6a5aeb	23	31	23	8	4	0	0
9836a4eeda1	22	185	148	37	9	0	0
eaf76648a6b	11	8	8	0	1	0	0
64d33a75193	17	477	384	93	44	0	0
b4c4e0bbaa1	16	26	24	2	2	0	0
cc4b6e6e582	12	120	119	1	6	5	0
00efcb4cd76	21	4	4	0	2	0	0
896e19330ad	10	76	36	40	1	0	0
0ec3770767d	11	20	20	0	1	0	0
a454063ea17	12	84	81	3	2	1	0
640912d18a6	18	194	141	53	8	0	0
