.html	730
.js	715
.cc	583
.py	384
.h	365
.c	284
.md	168
.gyp	167
.1	125
.3	87
.json	76
.markdown	62
.sh	39
.txt	37
.png	24
.tar	22
.gypi	22
.status	19
.gitignore	18
.bat	12
.hex	12
.npmignore	12
.in	9
.xml	9
.wxs	9
.stdout	8
.yml	8
.wixproj	7
.pem	6
.gitmodules	6
.css	5
.mk	5
.jpg	5
.plist	5
.txt"	4
.in1	4
.in0	4
.cmd	3
.mailmap	3
.rtf	3
.golden	3
.ini	2
.strings	2
.sln	2
.gnu	2
.m	2
.cpp	2
.gencc	2
.bmp	2
.ico	2
.printvars	2
.ttf	2
.asm	1
.rc	1
.pyt	1
.ext	1
.mm	1
.saves	1
.d	1
.hpp	1
.xib	1
.S	1
.pch	1
.lua	1
