.js	7428
.cc	6736
.h	4528
.py	998
.c	668
.markdown	404
.html	344
.txt	256
.vcproj	206
.status	125
.pem	101
.3	90
.gyp	71
.cmake	57
.in	50
.m4	47
.gitignore	43
.1	41
.out	41
.pbxproj	34
.css	33
.rb	31
.vsprops	31
.ac	24
.vcxproj	23
.md	21
.mk	19
.pod	18
.sh	17
.xsl	16
.win32	15
.sln	13
.patch	13
.xml	13
.reg2	13
.cnf	13
.node	13
.srl	12
.rl	12
.reg	11
.am	10
.d	9
.dsp	8
.sub	7
.guess	7
.png	7
.cmd	7
.awk	7
.msvc	6
.orig	6
.bat	5
.dot	4
.dsw	4
.ev	4
.event	4
.embed	4
.cares	3
.gitmodules	3
.scm	3
.log	3
.inc	2
.ini	2
.rc	2
.pyt	2
.LGPL	2
.netware	2
.R	2
.lua	2
.separate-ic	2
.test	2
.Watcom	2
.lib	2
.chromium	2
.default	2
.diff	2
.json	2
.dj	2
.ignore-unknown	2
.cvsignore	2
.m32	2
.expectation	1
.func-info	1
.strongtalk	1
.cfg	1
.gitkeep	1
.jpg	1
.ico	1
.egg-info/PKG-INFO	1
.valgrind	1
.world	1
.pdf	1
.key	1
.v8	1
.crt	1
.gc-state	1
