.js	9848
.cc	9029
.h	6665
.c	2892
.py	1735
.markdown	581
.html	396
.txt	281
.vcproj	254
.gyp	229
.status	184
.pem	173
.3	98
.cmake	82
.gitignore	72
.in	67
.m4	65
.bat	64
.sh	64
.pl	61
.mk	56
.gypi	48
.out	48
.vsprops	43
.1	42
.vcxproj	42
.css	38
.md	35
.pbxproj	34
.ac	33
.rb	31
.pod	28
.sln	23
.png	21
.am	20
.patch	19
.com	19
.cpp	19
.cnf	17
.xsl	16
.win32	16
.srl	16
.ec	15
.xml	15
.node	15
.reg2	13
.pyt	12
.rl	12
.cmd	12
.sub	11
.guess	11
.reg	11
.lua	11
.dsp	10
.msvc	9
.d	9
.opt	9
.awk	9
.a	8
.S	7
.ss	7
.dsw	6
.orig	6
.LIB	6
.rc	5
.wixproj	5
.cares	5
.wxs	5
.mailmap	5
.log	5
.dot	4
.chromium	4
.embed	4
.rtf	4
.eps	4
.ev	4
.Watcom	4
.event	4
.gitmodules	3
.scm	3
.json	3
.s	3
.expectation	3
.crt	3
.doc	2
.CV	2
.hpp	2
.netware	2
.NONPORTABLE	2
.lib	2
.ASN1	2
.default	2
.diff	2
.ignore-unknown	2
.cvsignore	2
.WinCE	2
.key	2
.m32	2
.inc	2
.ini	2
.LGPL	2
.Borland	2
.spec	2
.R	2
.separate-ic	2
.test	2
.tests	2
.bin	2
.ico	2
.dj	2
.pdf	2
.hqx	2
.mar	2
.SSLeay	1
.sha1	1
.gcc	1
.bc	1
.W64	1
.OS2	1
.doxy	1
.func-info	1
.cfg	1
.gz	1
.aandMingw32?	1
.world	1
.xs	1
.W32	1
.xclangspec	1
.NW	1
.lis	1
.pm	1
.p7s	1
.p7m	1
.num	1
.mul	1
.WCE	1
.settings	1
.p7c	1
.gitattributes	1
.hpux10-cc	1
.MacOS	1
.shared	1
.pbfilespec	1
.rnd	1
.DJGPP	1
.RootCerts	1
.strongtalk	1
.TXT	1
.gitkeep	1
.jpg	1
.VMS	1
.egg-info/PKG-INFO	1
.valgrind	1
.ENGINE	1
.fre	1
.org	1
.dif	1
.crl	1
.lnx	1
.README	1
.sol	1
.gc-state	1
.v8	1
