.js	5035
.cc	4855
.h	3261
.py	906
.c	334
.html	284
.txt	226
.markdown	168
.vcproj	146
.status	79
.gyp	46
.1	36
.in	34
.rb	31
.gitignore	30
.out	30
.pbxproj	25
.css	24
.vsprops	23
.xsl	16
.ac	15
.pem	15
.md	14
.xml	13
.reg2	13
.pod	12
.rl	12
.reg	11
.m4	11
.node	11
.sh	9
.3	8
.png	6
.orig	6
.mk	5
.patch	5
.bat	5
.cmd	5
.sln	4
.dot	4
.sub	4
.guess	4
.awk	4
.am	3
.ev	3
.gitmodules	3
.scm	3
.event	3
.embed	3
.ini	2
.LGPL	2
.msvc	2
.separate-ic	2
.test	2
.lib	2
.default	2
.diff	2
.cvsignore	2
.ignore-unknown	2
.log	2
.cares	1
.func-info	1
.R	1
.gitkeep	1
.world	1
.gc-state	1
