.js	6865
.cc	5944
.h	4028
.html	909
.c	763
.py	555
.markdown	453
.gyp	222
.txt	185
.md	184
.3	171
.vcproj	167
.1	132
.status	114
.pem	101
.json	78
.cmake	57
.sh	49
.gitignore	48
.in	42
.m4	41
.out	28
.png	27
.pbxproj	24
.vcxproj	23
.tar	22
.gypi	21
.mk	21
.vsprops	21
.css	19
.ac	19
.win32	15
.reg2	13
.cnf	13
.node	13
.sln	12
.hex	12
.srl	12
.npmignore	12
.reg	11
.d	10
.pod	10
.patch	9
.cmd	9
.bat	9
.yml	8
.am	8
.stdout	8
.dsp	8
.xml	7
.awk	7
.sub	6
.guess	6
.msvc	6
.gitmodules	6
.jpg	6
.orig	6
.pyt	5
.wxs	5
.lua	5
.plist	5
.txt"	4
.rb	4
.ini	4
.dsw	4
.in1	4
.in0	4
.scm	3
.wixproj	3
.cares	3
.ico	3
.log	3
.golden	3
.rc	2
.dot	2
.netware	2
.rl	2
.bmp	2
.chromium	2
.diff	2
.printvars	2
.embed	2
.xsl	2
.m32	2
.ttf	2
.inc	2
.expectation	2
.strings	2
.gnu	2
.m	2
.R	2
.ev	2
.gencc	2
.cpp	2
.test	2
.Watcom	2
.dj	2
.event	2
.mailmap	2
.asm	1
.hpp	1
.func-info	1
.xib	1
.pch	1
.cfg	1
.lib	1
.world	1
.cvsignore	1
.key	1
.ext	1
.mm	1
.saves	1
.LGPL	1
.S	1
.strongtalk	1
.gitkeep	1
.egg-info/PKG-INFO	1
.valgrind	1
.pdf	1
.v8	1
.crt	1
